Exploitability: 0.144833
[Observer: 0][Private pre: 0][Private post: -1][Round 0][Player: 0][Pot: 120][Stack: 970 910][Round0: 4 4][Round1: ]:  0=0.896784 2=0.020085 4=0.0831314
[Observer: 0][Private pre: 0][Private post: 0][Round 1][Player: 0][Pot: 120][Stack: 970 910][Round0: 2 4 2][Round1: 3]:  0=0.333333 2=0.333333 4=0.333333
[Observer: 0][Private pre: 0][Private post: 0][Round 1][Player: 0][Pot: 120][Stack: 970 910][Round0: 4 2][Round1: 3]:  0=0.96159 2=0.0192048 4=0.0192048
[Observer: 0][Private pre: 0][Private post: 0][Round 1][Player: 0][Pot: 180][Stack: 910 910][Round0: 2 4 4 2][Round1: 1]:  1=0.5 3=0.5
[Observer: 0][Private pre: 0][Private post: 0][Round 1][Player: 0][Pot: 180][Stack: 910 910][Round0: 4 4 2][Round1: 1]:  1=0.521912 3=0.478088
[Observer: 0][Private pre: 0][Private post: 0][Round 1][Player: 0][Pot: 1810][Stack: 190 0][Round0: 2 4 4 2][Round1: 3 4 4]:  0=0.5 2=0.5
[Observer: 0][Private pre: 0][Private post: 0][Round 1][Player: 0][Pot: 1810][Stack: 190 0][Round0: 2 4 4 4 2][Round1: 1 3 4]:  0=0.5 2=0.5
[Observer: 0][Private pre: 0][Private post: 0][Round 1][Player: 0][Pot: 1810][Stack: 190 0][Round0: 4 4 2][Round1: 3 4 4]:  0=0.5 2=0.5
[Observer: 0][Private pre: 0][Private post: 0][Round 1][Player: 0][Pot: 1810][Stack: 190 0][Round0: 4 4 4 2][Round1: 1 3 4]:  0=0.5 2=0.5
[Observer: 0][Private pre: 0][Private post: 0][Round 1][Player: 0][Pot: 20][Stack: 990 990][Round0: 2 1][Round1: 1]:  1=0.63182 3=0.36818
[Observer: 0][Private pre: 0][Private post: 0][Round 1][Player: 0][Pot: 360][Stack: 910 730][Round0: 2 1][Round1: 3 4 4]:  0=0.5 2=0.5
[Observer: 0][Private pre: 0][Private post: 0][Round 1][Player: 0][Pot: 360][Stack: 910 730][Round0: 2 4 2][Round1: 1 3 4]:  0=0.333333 2=0.333333 4=0.333333
[Observer: 0][Private pre: 0][Private post: 0][Round 1][Player: 0][Pot: 360][Stack: 910 730][Round0: 2 4 4 2][Round1: 3]:  0=0.333333 2=0.333333 4=0.333333
[Observer: 0][Private pre: 0][Private post: 0][Round 1][Player: 0][Pot: 360][Stack: 910 730][Round0: 4 2][Round1: 1 3 4]:  0=0.955204 2=0.0223981 4=0.0223981
[Observer: 0][Private pre: 0][Private post: 0][Round 1][Player: 0][Pot: 360][Stack: 910 730][Round0: 4 4 2][Round1: 3]:  0=0.362549 2=0.318725 4=0.318725
[Observer: 0][Private pre: 0][Private post: 0][Round 1][Player: 0][Pot: 40][Stack: 990 970][Round0: 2 1][Round1: 3]:  0=0.640404 2=0.179798 4=0.179798
[Observer: 0][Private pre: 0][Private post: 0][Round 1][Player: 0][Pot: 540][Stack: 730 730][Round0: 2 4 4 4 2][Round1: 1]:  1=0.5 3=0.5
[Observer: 0][Private pre: 0][Private post: 0][Round 1][Player: 0][Pot: 540][Stack: 730 730][Round0: 4 4 4 2][Round1: 1]:  1=0.884491 3=0.115509
[Observer: 0][Private pre: 0][Private post: 0][Round 1][Player: 0][Pot: 60][Stack: 970 970][Round0: 2 4 2][Round1: 1]:  1=0.5 3=0.5
[Observer: 0][Private pre: 0][Private post: 0][Round 1][Player: 0][Pot: 60][Stack: 970 970][Round0: 4 2][Round1: 1]:  1=0.571285 3=0.428715
[Observer: 0][Private pre: 0][Private post: 1][Round 1][Player: 0][Pot: 1080][Stack: 730 190][Round0: 2 4 2][Round1: 3 4 4]:  0=0.5 2=0.5
[Observer: 0][Private pre: 0][Private post: 1][Round 1][Player: 0][Pot: 1080][Stack: 730 190][Round0: 2 4 4 2][Round1: 1 3 4]:  0=0.333333 2=0.333333 4=0.333333
[Observer: 0][Private pre: 0][Private post: 1][Round 1][Player: 0][Pot: 1080][Stack: 730 190][Round0: 2 4 4 4 2][Round1: 3]:  0=0.333333 2=0.333333 4=0.333333
[Observer: 0][Private pre: 0][Private post: 1][Round 1][Player: 0][Pot: 1080][Stack: 730 190][Round0: 4 2][Round1: 3 4 4]:  0=0.5 2=0.5
[Observer: 0][Private pre: 0][Private post: 1][Round 1][Player: 0][Pot: 1080][Stack: 730 190][Round0: 4 4 2][Round1: 1 3 4]:  0=0.333333 2=0.333333 4=0.333333
[Observer: 0][Private pre: 0][Private post: 1][Round 1][Player: 0][Pot: 1080][Stack: 730 190][Round0: 4 4 4 2][Round1: 3]:  0=0.0957403 2=0.0770058 4=0.827254
[Observer: 0][Private pre: 0][Private post: 1][Round 1][Player: 0][Pot: 120][Stack: 970 910][Round0: 2 1][Round1: 1 3 4]:  0=0.72522 2=0.13739 4=0.13739
[Observer: 0][Private pre: 0][Private post: 1][Round 1][Player: 0][Pot: 120][Stack: 970 910][Round0: 2 4 2][Round1: 3]:  0=0.333333 2=0.333333 4=0.333333
[Observer: 0][Private pre: 0][Private post: 1][Round 1][Player: 0][Pot: 120][Stack: 970 910][Round0: 4 2][Round1: 3]:  0=0.96159 2=0.0192048 4=0.0192048
[Observer: 0][Private pre: 0][Private post: 1][Round 1][Player: 0][Pot: 180][Stack: 910 910][Round0: 2 4 4 2][Round1: 1]:  1=0.5 3=0.5
[Observer: 0][Private pre: 0][Private post: 1][Round 1][Player: 0][Pot: 180][Stack: 910 910][Round0: 4 4 2][Round1: 1]:  1=0.521912 3=0.478088
[Observer: 0][Private pre: 0][Private post: 1][Round 1][Player: 0][Pot: 1810][Stack: 190 0][Round0: 2 4 4 2][Round1: 3 4 4]:  0=0.5 2=0.5
[Observer: 0][Private pre: 0][Private post: 1][Round 1][Player: 0][Pot: 1810][Stack: 190 0][Round0: 2 4 4 4 2][Round1: 1 3 4]:  0=0.5 2=0.5
[Observer: 0][Private pre: 0][Private post: 1][Round 1][Player: 0][Pot: 1810][Stack: 190 0][Round0: 4 4 2][Round1: 3 4 4]:  0=0.5 2=0.5
[Observer: 0][Private pre: 0][Private post: 1][Round 1][Player: 0][Pot: 1810][Stack: 190 0][Round0: 4 4 4 2][Round1: 1 3 4]:  0=0.5 2=0.5
[Observer: 0][Private pre: 0][Private post: 1][Round 1][Player: 0][Pot: 20][Stack: 990 990][Round0: 2 1][Round1: 1]:  1=0.345666 3=0.654334
[Observer: 0][Private pre: 0][Private post: 1][Round 1][Player: 0][Pot: 360][Stack: 910 730][Round0: 2 1][Round1: 3 4 4]:  0=0.5 2=0.5
[Observer: 0][Private pre: 0][Private post: 1][Round 1][Player: 0][Pot: 360][Stack: 910 730][Round0: 2 4 2][Round1: 1 3 4]:  0=0.333333 2=0.333333 4=0.333333
[Observer: 0][Private pre: 0][Private post: 1][Round 1][Player: 0][Pot: 360][Stack: 910 730][Round0: 2 4 4 2][Round1: 3]:  0=0.333333 2=0.333333 4=0.333333
[Observer: 0][Private pre: 0][Private post: 1][Round 1][Player: 0][Pot: 360][Stack: 910 730][Round0: 4 2][Round1: 1 3 4]:  0=0.957439 2=0.0212805 4=0.0212805
[Observer: 0][Private pre: 0][Private post: 1][Round 1][Player: 0][Pot: 360][Stack: 910 730][Round0: 4 4 2][Round1: 3]:  0=0.362549 2=0.318725 4=0.318725
[Observer: 0][Private pre: 0][Private post: 1][Round 1][Player: 0][Pot: 40][Stack: 990 970][Round0: 2 1][Round1: 3]:  0=0.640404 2=0.179798 4=0.179798
[Observer: 0][Private pre: 0][Private post: 1][Round 1][Player: 0][Pot: 540][Stack: 730 730][Round0: 2 4 4 4 2][Round1: 1]:  1=0.5 3=0.5
[Observer: 0][Private pre: 0][Private post: 1][Round 1][Player: 0][Pot: 540][Stack: 730 730][Round0: 4 4 4 2][Round1: 1]:  1=0.884491 3=0.115509
[Observer: 0][Private pre: 0][Private post: 1][Round 1][Player: 0][Pot: 60][Stack: 970 970][Round0: 2 4 2][Round1: 1]:  1=0.5 3=0.5
[Observer: 0][Private pre: 0][Private post: 1][Round 1][Player: 0][Pot: 60][Stack: 970 970][Round0: 4 2][Round1: 1]:  1=0.54877 3=0.45123
[Observer: 0][Private pre: 0][Private post: 2][Round 1][Player: 0][Pot: 1080][Stack: 730 190][Round0: 2 4 2][Round1: 3 4 4]:  0=0.5 2=0.5
[Observer: 0][Private pre: 0][Private post: 2][Round 1][Player: 0][Pot: 1080][Stack: 730 190][Round0: 2 4 4 2][Round1: 1 3 4]:  0=0.333333 2=0.333333 4=0.333333
[Observer: 0][Private pre: 0][Private post: 2][Round 1][Player: 0][Pot: 1080][Stack: 730 190][Round0: 2 4 4 4 2][Round1: 3]:  0=0.333333 2=0.333333 4=0.333333
[Observer: 0][Private pre: 0][Private post: 2][Round 1][Player: 0][Pot: 1080][Stack: 730 190][Round0: 4 2][Round1: 3 4 4]:  0=0.5 2=0.5
[Observer: 0][Private pre: 0][Private post: 2][Round 1][Player: 0][Pot: 1080][Stack: 730 190][Round0: 4 4 2][Round1: 1 3 4]:  0=0.333333 2=0.333333 4=0.333333
[Observer: 0][Private pre: 0][Private post: 2][Round 1][Player: 0][Pot: 1080][Stack: 730 190][Round0: 4 4 4 2][Round1: 3]:  0=0.0770058 2=0.0770058 4=0.845988
[Observer: 0][Private pre: 0][Private post: 2][Round 1][Player: 0][Pot: 120][Stack: 970 910][Round0: 2 1][Round1: 1 3 4]:  0=0.181228 2=0.156939 4=0.661833
[Observer: 0][Private pre: 0][Private post: 2][Round 1][Player: 0][Pot: 120][Stack: 970 910][Round0: 2 4 2][Round1: 3]:  0=0.333333 2=0.333333 4=0.333333
[Observer: 0][Private pre: 0][Private post: 2][Round 1][Player: 0][Pot: 120][Stack: 970 910][Round0: 4 2][Round1: 3]:  0=0.96159 2=0.0192048 4=0.0192048
[Observer: 0][Private pre: 0][Private post: 2][Round 1][Player: 0][Pot: 180][Stack: 910 910][Round0: 2 4 4 2][Round1: 1]:  1=0.5 3=0.5
[Observer: 0][Private pre: 0][Private post: 2][Round 1][Player: 0][Pot: 180][Stack: 910 910][Round0: 4 4 2][Round1: 1]:  1=0.521912 3=0.478088
[Observer: 0][Private pre: 0][Private post: 2][Round 1][Player: 0][Pot: 1810][Stack: 190 0][Round0: 2 4 4 2][Round1: 3 4 4]:  0=0.5 2=0.5
[Observer: 0][Private pre: 0][Private post: 2][Round 1][Player: 0][Pot: 1810][Stack: 190 0][Round0: 2 4 4 4 2][Round1: 1 3 4]:  0=0.5 2=0.5
[Observer: 0][Private pre: 0][Private post: 2][Round 1][Player: 0][Pot: 1810][Stack: 190 0][Round0: 4 4 2][Round1: 3 4 4]:  0=0.5 2=0.5
[Observer: 0][Private pre: 0][Private post: 2][Round 1][Player: 0][Pot: 1810][Stack: 190 0][Round0: 4 4 4 2][Round1: 1 3 4]:  0=0.5 2=0.5
[Observer: 0][Private pre: 0][Private post: 2][Round 1][Player: 0][Pot: 20][Stack: 990 990][Round0: 2 1][Round1: 1]:  1=0.269697 3=0.730303
[Observer: 0][Private pre: 0][Private post: 2][Round 1][Player: 0][Pot: 360][Stack: 910 730][Round0: 2 1][Round1: 3 4 4]:  0=0.5 2=0.5
[Observer: 0][Private pre: 0][Private post: 2][Round 1][Player: 0][Pot: 360][Stack: 910 730][Round0: 2 4 2][Round1: 1 3 4]:  0=0.333333 2=0.333333 4=0.333333
[Observer: 0][Private pre: 0][Private post: 2][Round 1][Player: 0][Pot: 360][Stack: 910 730][Round0: 2 4 4 2][Round1: 3]:  0=0.333333 2=0.333333 4=0.333333
[Observer: 0][Private pre: 0][Private post: 2][Round 1][Player: 0][Pot: 360][Stack: 910 730][Round0: 4 2][Round1: 1 3 4]:  0=0.778923 2=0.110539 4=0.110539
[Observer: 0][Private pre: 0][Private post: 2][Round 1][Player: 0][Pot: 360][Stack: 910 730][Round0: 4 4 2][Round1: 3]:  0=0.358782 2=0.322493 4=0.318725
[Observer: 0][Private pre: 0][Private post: 2][Round 1][Player: 0][Pot: 40][Stack: 990 970][Round0: 2 1][Round1: 3]:  0=0.640404 2=0.179798 4=0.179798
[Observer: 0][Private pre: 0][Private post: 2][Round 1][Player: 0][Pot: 540][Stack: 730 730][Round0: 2 4 4 4 2][Round1: 1]:  1=0.5 3=0.5
[Observer: 0][Private pre: 0][Private post: 2][Round 1][Player: 0][Pot: 540][Stack: 730 730][Round0: 4 4 4 2][Round1: 1]:  1=0.884491 3=0.115509
[Observer: 0][Private pre: 0][Private post: 2][Round 1][Player: 0][Pot: 60][Stack: 970 970][Round0: 2 4 2][Round1: 1]:  1=0.5 3=0.5
[Observer: 0][Private pre: 0][Private post: 2][Round 1][Player: 0][Pot: 60][Stack: 970 970][Round0: 4 2][Round1: 1]:  1=0.913131 3=0.0868692
[Observer: 0][Private pre: 0][Private post: 3][Round 1][Player: 0][Pot: 1080][Stack: 730 190][Round0: 2 4 2][Round1: 3 4 4]:  0=0.5 2=0.5
[Observer: 0][Private pre: 0][Private post: 3][Round 1][Player: 0][Pot: 1080][Stack: 730 190][Round0: 2 4 4 2][Round1: 1 3 4]:  0=0.333333 2=0.333333 4=0.333333
[Observer: 0][Private pre: 0][Private post: 3][Round 1][Player: 0][Pot: 1080][Stack: 730 190][Round0: 2 4 4 4 2][Round1: 3]:  0=0.333333 2=0.333333 4=0.333333
[Observer: 0][Private pre: 0][Private post: 3][Round 1][Player: 0][Pot: 1080][Stack: 730 190][Round0: 4 2][Round1: 3 4 4]:  0=0.5 2=0.5
[Observer: 0][Private pre: 0][Private post: 3][Round 1][Player: 0][Pot: 1080][Stack: 730 190][Round0: 4 4 2][Round1: 1 3 4]:  0=0.315234 2=0.315234 4=0.369531
[Observer: 0][Private pre: 0][Private post: 3][Round 1][Player: 0][Pot: 1080][Stack: 730 190][Round0: 4 4 4 2][Round1: 3]:  0=0.0770058 2=0.0770058 4=0.845988
[Observer: 0][Private pre: 0][Private post: 3][Round 1][Player: 0][Pot: 120][Stack: 970 910][Round0: 2 1][Round1: 1 3 4]:  0=0.149623 2=0.160738 4=0.689639
[Observer: 0][Private pre: 0][Private post: 3][Round 1][Player: 0][Pot: 120][Stack: 970 910][Round0: 2 4 2][Round1: 3]:  0=0.333333 2=0.333333 4=0.333333
[Observer: 0][Private pre: 0][Private post: 3][Round 1][Player: 0][Pot: 120][Stack: 970 910][Round0: 4 2][Round1: 3]:  0=0.811255 2=0.16954 4=0.0192048
[Observer: 0][Private pre: 0][Private post: 3][Round 1][Player: 0][Pot: 180][Stack: 910 910][Round0: 2 4 4 2][Round1: 1]:  1=0.5 3=0.5
[Observer: 0][Private pre: 0][Private post: 3][Round 1][Player: 0][Pot: 180][Stack: 910 910][Round0: 4 4 2][Round1: 1]:  1=0.494463 3=0.505537
[Observer: 0][Private pre: 0][Private post: 3][Round 1][Player: 0][Pot: 1810][Stack: 190 0][Round0: 2 4 4 2][Round1: 3 4 4]:  0=0.5 2=0.5
[Observer: 0][Private pre: 0][Private post: 3][Round 1][Player: 0][Pot: 1810][Stack: 190 0][Round0: 2 4 4 4 2][Round1: 1 3 4]:  0=0.5 2=0.5
[Observer: 0][Private pre: 0][Private post: 3][Round 1][Player: 0][Pot: 1810][Stack: 190 0][Round0: 4 4 2][Round1: 3 4 4]:  0=0.5 2=0.5
[Observer: 0][Private pre: 0][Private post: 3][Round 1][Player: 0][Pot: 1810][Stack: 190 0][Round0: 4 4 4 2][Round1: 1 3 4]:  0=0.5 2=0.5
[Observer: 0][Private pre: 0][Private post: 3][Round 1][Player: 0][Pot: 20][Stack: 990 990][Round0: 2 1][Round1: 1]:  1=0.269697 3=0.730303
[Observer: 0][Private pre: 0][Private post: 3][Round 1][Player: 0][Pot: 360][Stack: 910 730][Round0: 2 1][Round1: 3 4 4]:  0=0.5 2=0.5
[Observer: 0][Private pre: 0][Private post: 3][Round 1][Player: 0][Pot: 360][Stack: 910 730][Round0: 2 4 2][Round1: 1 3 4]:  0=0.333333 2=0.333333 4=0.333333
[Observer: 0][Private pre: 0][Private post: 3][Round 1][Player: 0][Pot: 360][Stack: 910 730][Round0: 2 4 4 2][Round1: 3]:  0=0.333333 2=0.333333 4=0.333333
[Observer: 0][Private pre: 0][Private post: 3][Round 1][Player: 0][Pot: 360][Stack: 910 730][Round0: 4 2][Round1: 1 3 4]:  0=0.759545 2=0.122831 4=0.117624
[Observer: 0][Private pre: 0][Private post: 3][Round 1][Player: 0][Pot: 360][Stack: 910 730][Round0: 4 4 2][Round1: 3]:  0=0.330736 2=0.350538 4=0.318725
[Observer: 0][Private pre: 0][Private post: 3][Round 1][Player: 0][Pot: 40][Stack: 990 970][Round0: 2 1][Round1: 3]:  0=0.640404 2=0.179798 4=0.179798
[Observer: 0][Private pre: 0][Private post: 3][Round 1][Player: 0][Pot: 540][Stack: 730 730][Round0: 2 4 4 4 2][Round1: 1]:  1=0.5 3=0.5
[Observer: 0][Private pre: 0][Private post: 3][Round 1][Player: 0][Pot: 540][Stack: 730 730][Round0: 4 4 4 2][Round1: 1]:  1=0.884491 3=0.115509
[Observer: 0][Private pre: 0][Private post: 3][Round 1][Player: 0][Pot: 60][Stack: 970 970][Round0: 2 4 2][Round1: 1]:  1=0.5 3=0.5
[Observer: 0][Private pre: 0][Private post: 3][Round 1][Player: 0][Pot: 60][Stack: 970 970][Round0: 4 2][Round1: 1]:  1=0.90838 3=0.0916199
[Observer: 0][Private pre: 0][Private post: 4][Round 1][Player: 0][Pot: 1080][Stack: 730 190][Round0: 2 4 2][Round1: 3 4 4]:  0=0.5 2=0.5
[Observer: 0][Private pre: 0][Private post: 4][Round 1][Player: 0][Pot: 1080][Stack: 730 190][Round0: 2 4 4 2][Round1: 1 3 4]:  0=0.333333 2=0.333333 4=0.333333
[Observer: 0][Private pre: 0][Private post: 4][Round 1][Player: 0][Pot: 1080][Stack: 730 190][Round0: 2 4 4 4 2][Round1: 3]:  0=0.333333 2=0.333333 4=0.333333
[Observer: 0][Private pre: 0][Private post: 4][Round 1][Player: 0][Pot: 1080][Stack: 730 190][Round0: 4 2][Round1: 3 4 4]:  0=0.5 2=0.5
[Observer: 0][Private pre: 0][Private post: 4][Round 1][Player: 0][Pot: 1080][Stack: 730 190][Round0: 4 4 2][Round1: 1 3 4]:  0=0.305344 2=0.305344 4=0.389312
[Observer: 0][Private pre: 0][Private post: 4][Round 1][Player: 0][Pot: 1080][Stack: 730 190][Round0: 4 4 4 2][Round1: 3]:  0=0.0770058 2=0.0770058 4=0.845988
[Observer: 0][Private pre: 0][Private post: 4][Round 1][Player: 0][Pot: 120][Stack: 970 910][Round0: 2 1][Round1: 1 3 4]:  0=0.123098 2=0.157803 4=0.719099
[Observer: 0][Private pre: 0][Private post: 4][Round 1][Player: 0][Pot: 120][Stack: 970 910][Round0: 2 4 2][Round1: 3]:  0=0.333333 2=0.333333 4=0.333333
[Observer: 0][Private pre: 0][Private post: 4][Round 1][Player: 0][Pot: 120][Stack: 970 910][Round0: 4 2][Round1: 3]:  0=0.0192048 2=0.96159 4=0.0192048
[Observer: 0][Private pre: 0][Private post: 4][Round 1][Player: 0][Pot: 180][Stack: 910 910][Round0: 2 4 4 2][Round1: 1]:  1=0.5 3=0.5
[Observer: 0][Private pre: 0][Private post: 4][Round 1][Player: 0][Pot: 180][Stack: 910 910][Round0: 4 4 2][Round1: 1]:  1=0.478088 3=0.521912
[Observer: 0][Private pre: 0][Private post: 4][Round 1][Player: 0][Pot: 1810][Stack: 190 0][Round0: 2 4 4 2][Round1: 3 4 4]:  0=0.5 2=0.5
[Observer: 0][Private pre: 0][Private post: 4][Round 1][Player: 0][Pot: 1810][Stack: 190 0][Round0: 2 4 4 4 2][Round1: 1 3 4]:  0=0.5 2=0.5
[Observer: 0][Private pre: 0][Private post: 4][Round 1][Player: 0][Pot: 1810][Stack: 190 0][Round0: 4 4 2][Round1: 3 4 4]:  0=0.5 2=0.5
[Observer: 0][Private pre: 0][Private post: 4][Round 1][Player: 0][Pot: 1810][Stack: 190 0][Round0: 4 4 4 2][Round1: 1 3 4]:  0=0.5 2=0.5
[Observer: 0][Private pre: 0][Private post: 4][Round 1][Player: 0][Pot: 20][Stack: 990 990][Round0: 2 1][Round1: 1]:  1=0.269697 3=0.730303
[Observer: 0][Private pre: 0][Private post: 4][Round 1][Player: 0][Pot: 360][Stack: 910 730][Round0: 2 1][Round1: 3 4 4]:  0=0.5 2=0.5
[Observer: 0][Private pre: 0][Private post: 4][Round 1][Player: 0][Pot: 360][Stack: 910 730][Round0: 2 4 2][Round1: 1 3 4]:  0=0.333333 2=0.333333 4=0.333333
[Observer: 0][Private pre: 0][Private post: 4][Round 1][Player: 0][Pot: 360][Stack: 910 730][Round0: 2 4 4 2][Round1: 3]:  0=0.333333 2=0.333333 4=0.333333
[Observer: 0][Private pre: 0][Private post: 4][Round 1][Player: 0][Pot: 360][Stack: 910 730][Round0: 4 2][Round1: 1 3 4]:  0=0.574013 2=0.322429 4=0.103559
[Observer: 0][Private pre: 0][Private post: 4][Round 1][Player: 0][Pot: 360][Stack: 910 730][Round0: 4 4 2][Round1: 3]:  0=0.318725 2=0.362549 4=0.318725
[Observer: 0][Private pre: 0][Private post: 4][Round 1][Player: 0][Pot: 40][Stack: 990 970][Round0: 2 1][Round1: 3]:  0=0.307171 2=0.513031 4=0.179798
[Observer: 0][Private pre: 0][Private post: 4][Round 1][Player: 0][Pot: 540][Stack: 730 730][Round0: 2 4 4 4 2][Round1: 1]:  1=0.5 3=0.5
[Observer: 0][Private pre: 0][Private post: 4][Round 1][Player: 0][Pot: 540][Stack: 730 730][Round0: 4 4 4 2][Round1: 1]:  1=0.884491 3=0.115509
[Observer: 0][Private pre: 0][Private post: 4][Round 1][Player: 0][Pot: 60][Stack: 970 970][Round0: 2 4 2][Round1: 1]:  1=0.5 3=0.5
[Observer: 0][Private pre: 0][Private post: 4][Round 1][Player: 0][Pot: 60][Stack: 970 970][Round0: 4 2][Round1: 1]:  1=0.723776 3=0.276224
[Observer: 0][Private pre: 0][Private post: 5][Round 1][Player: 0][Pot: 1080][Stack: 730 190][Round0: 2 4 2][Round1: 3 4 4]:  0=0.5 2=0.5
[Observer: 0][Private pre: 0][Private post: 5][Round 1][Player: 0][Pot: 1080][Stack: 730 190][Round0: 2 4 4 2][Round1: 1 3 4]:  0=0.333333 2=0.333333 4=0.333333
[Observer: 0][Private pre: 0][Private post: 5][Round 1][Player: 0][Pot: 1080][Stack: 730 190][Round0: 2 4 4 4 2][Round1: 3]:  0=0.333333 2=0.333333 4=0.333333
[Observer: 0][Private pre: 0][Private post: 5][Round 1][Player: 0][Pot: 1080][Stack: 730 190][Round0: 4 2][Round1: 3 4 4]:  0=0.5 2=0.5
[Observer: 0][Private pre: 0][Private post: 5][Round 1][Player: 0][Pot: 1080][Stack: 730 190][Round0: 4 4 2][Round1: 1 3 4]:  0=0.305344 2=0.31321 4=0.381446
[Observer: 0][Private pre: 0][Private post: 5][Round 1][Player: 0][Pot: 1080][Stack: 730 190][Round0: 4 4 4 2][Round1: 3]:  0=0.0770058 2=0.139539 4=0.783455
[Observer: 0][Private pre: 0][Private post: 5][Round 1][Player: 0][Pot: 120][Stack: 970 910][Round0: 2 1][Round1: 1 3 4]:  0=0.123098 2=0.146245 4=0.730657
[Observer: 0][Private pre: 0][Private post: 5][Round 1][Player: 0][Pot: 120][Stack: 970 910][Round0: 2 4 2][Round1: 3]:  0=0.333333 2=0.333333 4=0.333333
[Observer: 0][Private pre: 0][Private post: 5][Round 1][Player: 0][Pot: 120][Stack: 970 910][Round0: 4 2][Round1: 3]:  0=0.0192048 2=0.96159 4=0.0192048
[Observer: 0][Private pre: 0][Private post: 5][Round 1][Player: 0][Pot: 180][Stack: 910 910][Round0: 2 4 4 2][Round1: 1]:  1=0.5 3=0.5
[Observer: 0][Private pre: 0][Private post: 5][Round 1][Player: 0][Pot: 180][Stack: 910 910][Round0: 4 4 2][Round1: 1]:  1=0.478088 3=0.521912
[Observer: 0][Private pre: 0][Private post: 5][Round 1][Player: 0][Pot: 1810][Stack: 190 0][Round0: 2 4 4 2][Round1: 3 4 4]:  0=0.5 2=0.5
[Observer: 0][Private pre: 0][Private post: 5][Round 1][Player: 0][Pot: 1810][Stack: 190 0][Round0: 2 4 4 4 2][Round1: 1 3 4]:  0=0.5 2=0.5
[Observer: 0][Private pre: 0][Private post: 5][Round 1][Player: 0][Pot: 1810][Stack: 190 0][Round0: 4 4 2][Round1: 3 4 4]:  0=0.484539 2=0.515461
[Observer: 0][Private pre: 0][Private post: 5][Round 1][Player: 0][Pot: 1810][Stack: 190 0][Round0: 4 4 4 2][Round1: 1 3 4]:  0=0.5 2=0.5
[Observer: 0][Private pre: 0][Private post: 5][Round 1][Player: 0][Pot: 20][Stack: 990 990][Round0: 2 1][Round1: 1]:  1=0.269697 3=0.730303
[Observer: 0][Private pre: 0][Private post: 5][Round 1][Player: 0][Pot: 360][Stack: 910 730][Round0: 2 1][Round1: 3 4 4]:  0=0.5 2=0.5
[Observer: 0][Private pre: 0][Private post: 5][Round 1][Player: 0][Pot: 360][Stack: 910 730][Round0: 2 4 2][Round1: 1 3 4]:  0=0.333333 2=0.333333 4=0.333333
[Observer: 0][Private pre: 0][Private post: 5][Round 1][Player: 0][Pot: 360][Stack: 910 730][Round0: 2 4 4 2][Round1: 3]:  0=0.333333 2=0.333333 4=0.333333
[Observer: 0][Private pre: 0][Private post: 5][Round 1][Player: 0][Pot: 360][Stack: 910 730][Round0: 4 2][Round1: 1 3 4]:  0=0.295207 2=0.611353 4=0.0934396
[Observer: 0][Private pre: 0][Private post: 5][Round 1][Player: 0][Pot: 360][Stack: 910 730][Round0: 4 4 2][Round1: 3]:  0=0.318725 2=0.352379 4=0.328895
